content,score
Gak jelas ni apk baru pingin coba tapi gak bisa daftar kata nya muka gw kurang jelas padahal udah di tempat yg terang,1
"Aplikasi Pintu Ini Interface nya sangat mudah dipahami,sehingga pemula dapat mempelajarinya dengan mudah. Tata letak yang sangat simple. banyak pilihan jenis kripto yang beragama. menurutnya fiturnya benar-benar sempurna. aku rekomendasikan untuk pemula yang ingin belajar dunia kripto dengan memakai aplikasi ini. sukses selalu PINTU 👍👍👍👍 @adesagalani09",5
Penangan lambat pihak costumer service gk merespon gk gunanya ada costumer service nya kita tanya gk dijawab cuman bot nya saja yang menjawab,1
"Lama2 ditinggal peminat exchange bgini.. koin bru listing , eh tiba2 pemberitahuan delisting.. tampak sekali cari keuntunganx.. siap2 sepi peminat",2
"Aplikasi pintu sangat mudah sekali, Fitur yang fungsional simpel, mudah terbaca, gampang untuk di pahami, kecepatan transaksi, topup ataupun penarikan sangatlah mudah, fee penarikan yang terjangkau murah, serta sangat cepat, Rekomendasi sekali untuk memulai investasi crypto Di PINTU. @ahmadyahya1703377 #investasicryptodiPintu",5
"Aplikasi Pintu benar-benar memudahkan dalam berinvestasi kripto. Antarmuka yang sederhana dan mudah digunakan, proses jual beli yang cepat dengan fee terjangkau membuat pengalaman bertransaksi jadi menyenangkan. Banyak promo menarik yang sering ditawarkan, jadi investasi lebih hemat dan menguntungkan. Fitur-fitur lengkapnya bikin Pintu jadi pilihan terbaik buat pemula maupun yang sudah berpengalaman di dunia kripto. Apalagi sekarang ada fitur web3 wallet. @andriana88 #InvestasiCryptodiPintu",5
keren banget & mudah di pengaturan,5
"Memang Pintu exchange terbaik di alam semesta, depo cepat wd juga cepat feenya murah banget, pilihan bank dan ewalletnya juga banyak, yang pasti udah resmi dan terregulasi di bappepti, untuk pemula pasti gak bingung bisa langsung trading, buat pemula yang baru masuk kripto bisa coba nih Pintu, buat yang udah berpengalaman pake Pintu aja lebih simpel, btw nanti anak ku mau ku kasih nama belakang Pintu biar menjadi yang terbaik seperti aplikasi Pintu. I♥️Pintu @banyakrejeki #InvestasiCryptodiPintu",5
"Kenapa saya tidak bisa update aplikasi, katany perangkat tidak kompetibel. Mohon bantuannya",2
"Koinya kurang lengkap., gampang ketinggalan informasi., seperti dogegov dll GK ada listing sama sekali di pintu. Padahal di apk lain sudah listing sejak awal,",1
apalah baru juga beli token+lagj lose eh ada info token nya di delisting ga enak bet sumpah otomatis ya harus cl nyesel pake pintu,1
Beli coin di pajak Jual coin juga di pajak. Kok rakus sekali ??,1
aplikasi bagus. bagi pemula mudah akses aplikasi dan bagus,4
"berfungsi dengan baik, cuma klo disederhanakan agar mudah penggunaannya",5
"Bagus, dan juga cepat mengatasi keluhan.",5
"sudah hampir 6 bulan menggunakan aplikasi pintu untuk sarana investasi dan mencari profit. alhamdulillah sebagai pemula sangat terbantukan dg kemudahan pengoperasiannya, potongan yg kecil, banyak pilihan bank lokal untuk proses transaksi dan cepat.. overall aplikasi nya sangat memuaskan. dan biarkan bintang yang berbicara. semoga kedeoannya aplikasinya lebih di tingkatkan...terimakasih @ayna88 #InvestasiCryptodiPintu",5
kalo bisa untuk withdraw tambahin dana dan gopay supaya lebih mudah,4
"Alhamdulillah.. Dengan adanya aplikasi pintu bisa mempermudah perekonomian, dan menambah sampingan Aplikasi nya pun sangat mudah di gunakan ,sangat cocok buat pemula kaya saya Aplikasinya pun sangat nyaman di gunakan. Cocok kalau trading di aplikasi pintu",5
"Sangat kecewa dgn pintu padahal uda make tahunan ,hrgx selisih 20% lebih dr apk crypto lain,beli zklend ,di pintu 2160 di apk lain uda terhitung 2400 an parah kecewa bgt...",1
"Selama menggunakan aplikasi pintu saya merasa aplikasi ini mudah untuk dipahami, terutama bagi pemula seperti saya yang ingin mulai berinvestasi. Di aplikasi pintu ini juga sangat bagus dan lengkap. Exchange, trade, deposit, dan withdraw dari aplikasi ini mudah dan cepat. Saran saya mungkin pada grafik/statistiknya bisa di upgrade lagi agar para pengguna lebih mengetahui bagaimana kondisi pasar saat ini dan sebelumnya. Overall bagus. @faqihhaniffuady1313 #InvestasiCryptodiPintu",5
Aplikasi pintu Menurut pengalaman saya pribadi selama 2 tahun terakhir menggunakan aplikasi PINTU sangat baik dan tidak ada kendala yang saya alami klo pun ada kendala cs pun dengan sangat cepat merespon dan membantu saya ..... Dan yang saya suka dari PINTU dari segi aplikasi nya bagus dan fitur2 nya mudah di pahami dan biaya2 Untuk penarikan juga tidak mahal sangat murah .... Dan yang paling saya suka ada nya fitur staking menurut saya sang bagus sekali @hendramh3839  #AplikasiCryptountukSemua,5
"aplikasi jual beli Krypto terbaik saat ini ,proses nya cepat dan biaya gas fee nya juga murah.Terimah kasih.",5
"Sya bru sja mencoba aplikasi ini, untuk pemula cukup mudah dipahami, memiliki opsi yg jelas utk jual dan beli, deposit yg sangat mudah tanpa berbelit2, ditambah fitur pro sangat baik karena mnampilkan koin2 yg bgus dan layak. Berharap kdpan koin2 bgus ditambh lagi di fitur pintu pro👍",5
Ada kendala login / masuk ke akunnya padahal internet lancar lancar saja,2
"Sangat mudah untuk bertransaksi, dan memudahkan seluruh pengguna untuk penggunaannya, baik untuk trading dan untuk berinvestasi, bagi pemula atau bagi yg sudah pro. Banyak reward yg bisa di dapatkan untuk usernya, sehingga penggunanya selalu semangat untuk berpartisipasi dalam quest dan promo promo nya. Semoga semakin baik dan semakin memudahkan lagi lagi dan lagi... @kurniaw4n.r464 #InvestasiCryptodiPintu",5
"ini aplikasi cocok bngt buat pemula, interface juga gk bikin bingung. banyak pilihan asetnya. untuk layanan customer service jg sangat cepat. jadi ketika ada kendala sekecil apapun, langsung direspon gk sampe nunggu sehari. apalagi skr sdh ada web3 wallet, jadi klo mau invest lebih mudah😍 @jncvkers003 #InvestasiCryptodiPintu",5
Apk sampah !! Kirim solana dari siang sampai malem nggak masuk masuk Kontak cs nya nggk ada respon ciuhhh,1
"Baru pertama kali coba inventasi kripto di Pintu ternyata gampang banget fitur nya dan mudah dipelajari... Yang paling seneng juga adanya fitur price alert sehingga kalau investasi lagi turun ada pengingat dan waktu lagi naik ada pengingat juga... dan web3 yang mudah dipelajari. Pernah waktu itu agak malam tarik uang langsung masuk ke rekening, engga perlu lama lama... Terima kasih Pintu... @noel1999 #InvestasiCryptodiPintu",5
"Untuk pemula sih enak, terus ga ribet fiturnya juga gitu jadi gampang di pahami buat investasi sih. Mungkin segitu saja karena baru seminggu an pakai nya tapi udah nyaman sih. Oh iya kadang suka ngasih event kayak voucher dan yang lain nya. @revanjo7784 #InvestasiCryptodiPintu",5
"Aplikasi pintu adalah exchange dalam negri yang sangat mudah dan friendly untuk user yang baru ingin memulai untuk investasi,ada banyak keuntungan yang ada didalam aplikasi ini mulai dari Pintu pro dan web3,pintu memiliki banyak koleksi coin project dan meme yang bisa di tradingkan disini,selain cara depositnya yang mudah,mereka juga memiliki cs yang sangat ramah,tentunya bukan bot yang itu sangat membantu sekali @muktiali20 #investasiCryptodipintu",5
"Satu""nya Aplikasi trading yang simple dan sangat mudah untuk di aplikasikan semua kalangan apalagi di tambah fitur"" Yang lengkap seperti web3 walletnya sangat terjamin dan terpecaya untuk akses jual beli bitcoin maupun aset cryptonya dengan sangat cepat , buruan buat kalian segeran download dan menjadi yang terbaik di aplikasi banyak keuntungan yang sudah menunggu kalian ! @rifq.six705 #InvestasiCryptodiPintu",5
biaya transaksi cepet cuma minus nya gede,5
"Sudah lama menggunakan aplikasi PINTU sambil menela'ah dengan aplikasi lainnya, cuma diaplikasi ini paling nyaman dengan segala jenis fitur yang ada, Aplikasi paling mudah dan paling murah, dari spread hingga biaya admin penarikan, semoga dipertahankan kedepannya, dan menambahkan asset jenis crypto lainnya di PINTU. Terutama Digibyte // @diowardana452406",5
Tolong tambahkan lagi untuk koin listing terbaru nya yg lebih lengkap,4
"Aplikasi pintu yang sangat mudah di pahami, cara menggunakan jg mudah, gak ribet untuk pemula seperti saya. Juga sudah di lengkapi pintu pro untuk yg udah pakar trading, dan web 3 untuk koin2 lainya, terima kasih pintu. @auroratrojan #InvestasiCryptodiPintu",5
Mudah dan cepat transaksi nya....,5
"Aplikasi busuk,mengirim solana dari web 1 ke web 3 sangat lama memakan waktu satu jam,mulai sekarang saya akan pindah",1
"Aplikasi Pintu adalah pilihan terbaik untuk investasi crypto. Desainnya intuitif dan mudah digunakan, cocok bagi pemula maupun ahli. Keamanan tinggi dan fitur lengkap seperti harga real-time, analisis pasar, dan transaksi cepat. Dukungan pelanggan responsif membuat pengalaman investasi semakin nyaman dan terpercaya. @prismadenjaka567 #InvestasiCryptodiPintu",5
"Aplikasinya udh nggak bagus, setiap melakukan pembelian selalu lansung turun, walaupun grafiknya lagi naik, jika melakukan penjualan, grafiknya lansung naik, juga selisih nilai jual dan belinya sangat jauh, sehingga waktu kenaikan selalu bertahan di nilai beli, dengan begitu susah untuk dapat ke untungan.",1
"ini asli scam sekali , bonus event new user Maret dan THR Tidak dicairkan , apk ga guna biadap",1
"Aplikasinya bagus, mudah di aplikasikan, invest crypto jadi mudah dan menyenangkan. Fitur lengkap dan sudah ada web3 juga jadi terbantu buat simpan Nft dan bisa juga untuk hunting air drop. Fitur Pintu Pro juga ga kalah menarik, kita bisa invest di limit order yg harganya di bawah harga market atau pasar. Jadi gak ragu buat invest. Terimakasih ya untuk Aplikasi Pintu . Semoga kedepan tambah lagi fitur fitur kerennya hehe. @hayatinupus10 #InvestasiCryptodiPintu",5
"APLIKASI SCAM, buat event tapi gk pernah cair !!!",1
"Pintu pengalaman terbaik pertama saya untuk mulai investasi dan belajar trading crypto. Bagi pemula seperti saya yang cenderung bingung saat menggunakan aplikasi lain, tapi pintu memiliki fitur yang mudah dipahami secara aman, fee-nya juga murah, ditambah ada berbagai update informasi seputar web3 tentunya, yang membantu saya dalam belajar secara bertahap untuk memahami teknologi ini . Terimakasih puas rasanya @tristannizaldy991",5
"*Perihal penggantian nomer telfon* Ko di persulit sekali yah di pintu :( Sangat kecewa padahal ingin berinvestasi,soalnya saya daftar baru tidak bisa karna sudah ada akun yang terdaftar,padhal dokumen sudah sangat lengkap, dan sudah mematuhi sesuai undang undang  Jika tidak bisa tidak apa saya daftar di platform yang bisa membantu pengguna Sangat kecewa :(",1
"Saya tidak bisa menggunakan featur web3 di hp samsung a51 , saya sudah melakukan pembaruan aplikasi tetapi itu tidak berhasil",1
"Aplikasi exchange terbaik di Indonesia sih ini!! Dengan berbagai fasilitas koin yang lengkap untuk di perdagangan dan update seputar perdagangan juga selalu tepat waktu, apalagi dengan kita mengikuti pintu academy, itu sangat bermanfaat, untuk para pemula!! Dan satu lagi! Kalau buat event kaga tangung2 hehehe.. Goo teruss bersama pintu!!! @pintu001768 #InvestasiCryptoDiPintu",5
"Bagus aplikasinya, user friendly, transaksi mudah, tapi ditambahkan untuk metode pembayarannya, masak bni aja sih lur, coba yang lainnya Untuk grafik per crypto bisa diberikan opsi lain berupa candle atau bar, kalo line kurang mantap buat melihat pergerakan",5
Investasi crypto di apk pintu ini sangat berguna bagi pemula dengan layanannya serta fiturnya yang sangat mudah untuk dipelajari. @@riskiyadi121906 #InvestasiCryptodiPintu,5
"Awalnya sekedar coba-coba soalnya muncul mulu iklannya kan,dan gak ngerti juga jadi hanya daftar aja, pas abis daftar ternyata di dalem aplikasinya tuh ada semacam pembelajaran gitu jadi kita yg awam dan pemula bener"" Di ajarin tentang kripto, dan aku suka bnget ama tampilannya soalnya ada yg buat pemula jadi kita gk pusing klo mau beli aset tertentu, makasih ya pintu udah ngasih ilmu di Academy aplikasi nya😇😇 UUD : @andifajar1995089 #InvestasiCryptodiPintu",5
Saya harap pihak pintu lebih ada peningkatan lagi di pitur steking/Eren aset Dan saran saya lebih ditingkatkan lagi keamanan Dana nasabah pintu yg sekarang marak terjadi peretasan Di Ekchen terimakasih semoga saran saya di dengar kan pihak pintu,5
Aplikasi pintu sangat mudah dipahami bagi pemula yang ingin investasi crypto dapat dimulai dari 11 ribu rupiah saja. terdapat Fitur Earn dapat digunakan untuk menambah cuan dengan stacking coin. Proses withdraw cepat dan instant. Pintu is best. @drajadprabowo #AplikasiCryptountukSemua,5
investasi di pintu sangat nyaman dan sangat banyak event event yang sangat menguntungkan untuk investor nya . terimakasih pintu . @denirudiyana01655 #investasicryptodiPintu,5
Investasi di Pintu lebih efisien Sya pun baru pemula dan ingin merekomendasikan aplikasi Pintu Sangat bermanfaat untuk pengalaman crypto #InvestasiCryptodiPintu @rikoredianto07052,5
Pintu the best sangat mudah diakses,5
"Apaan ini aplikasi najis amat verifikasi sampe 5 kali ga bisa2,, gw mau investasi mau trading disini malah lo persulit,, BANYAK YG DAFTAR MALAH BAGUS BUAT LO INI MALAH DI PERSULIT,, GAJELAS BANGET EMANG APLIKASI LOKAL MENDING DI BINANCE AJA LAH JELAS...",1
Aneh sudah beberapa hari blg tdk ada koneksi.,1
"Pintu exchange lokal yang bagus karena biaya wd nya termasuk murah, dan juga listing coin coin baru yang cepat. @bukapintu tautan menguntungkan, pilihan aset crypto-nya banyak&fiturnya mudah digunakan.dan interface menurut saya, user friendly karena mudah di mengerti simple dan tidak membingungkan. Pintu sudah ada Web3 Wallet untuk simpan NFT, explore dApps&hunting airdrop yang di mana fitur yang cukup menguntung kan bagi orang yang ingin cuan lebih dari crypto.#InvestasiCryptodiPintu",5
"Investasi Crypto di Pintu Simpel dan Aman mulai dari Rp 11.000 sudah bisa Trading.terdaftar dan diawasi modal sama dan untung lebih besar. @utamifadila8679 #Investasi Crypto di Pintu pintu juga banyak menawarkan berbagai fitur lain seperti nabung rutin,pintu academy dan pintu earn.dan memiliki analisis pelaporan yang baik.@utamifadila8679 #InvestasiCryptodiPintu",5
"Untuk pemula seperti saya aplikasi pintu pitur""nya sangat mudah d pahami d banding aplikasi "" Lain yg rumit buat yg pemula seperti Saya mending investasi d pintu aja gays !! @YudaYudistira #investasi crypto dipintu",5
kocak banget apknya sering gabisa ke buka pas di masukin pin loading ujung ujung conetion² gajelas,1
lag parah padahal sinyal bagus,3
Investasi crypto di pintu mudah ternyata. Pilihan aset crypto nya banyak dan fiturnya lengkap. @adityaarifperdana8327 #InvestasiCryptodiPintu,5
pintu sekarang2 ini jadi jelek gak cepet muter2 terus padahal jaringan internet bagus,1
pintu aplikasi terbaik buat sy dan keluarga,5
mohon bantuannya untuk teman kami yang kehilangan email di respon udah beberapa kali cs pintu tidak menjawab melalui aplikasi pintu 🙏🙏🙏,5
"Kenapa kalo kirim coin ke wallet lain tidak di isi verifikasi email iya biar aman , sy tidak ada kirim coin ke walet orang lain tp kenapa ada riwayat sy kirim coin ke walet orang lain , saya kecurian 1 coin solana rugi 3,7 jt , takut main lg kalo ada hacker kaya gini pihak aplikasi ga bisa tanggung jawab, klo gambar grafik nya oke",3
jujur sy suka pintu terasa ada kemudahan dlm mengakses ya bagi sy seorang pemula di kripto.brsama pintu semoga mnjadi pintu kesusesan,5
Saya baru download aplikasi pintu ini.mudah d pahami dan pendaftaran nya pun gampang di mengerti tapi semua pendaftaran sudah ok.hanya 1 masalah nya pengambilan foto wajah.sudah berkali kali di suruh ulang lagi padahal pas pengambilan Waja foto pencahayaan nya terang banget tapi tetap saja tidak bisa 😁malah di suruh ulang lagi.capek dong saya.tolong buat aplikasi pintu agar di permudah pendaftaran nya jangan d persulit 😇 sama pengambilan foto nya di ulang ulang lagi 😇 tinggal 1 verifikasi waj,5
"min kok apk ini ringan apa gak min soalnya di aku kayak crash gitu antara hp ku, paket ku atau apk nya min?",5
Ternyata trade Crypto tidak sesulit yang banyak orang bayangkan. ternyata dengan Pintu kita dapat semudah itu mendapatkan profit dengan minimal high risk. terima kasih Pintu memang Pintu membuka jalan kita kemana saja untuk jadi orang hebat,5
platform broker kripto lokal paling simple & pajak murah cuy,5
"min tolong hpus data autentiku min,,, soalnya aku ditipu sama orang,,, dan bodohnya itu pake data diri ku min😭😭,,, tolong banget min😭😭😭",1
tolong di perbaiki dong lemot banget.,4
bagus biaya admin tidak ada gratiss,5
Tolong diperbaiki lagi supaya bisa WD ke akun dana biar lebih simpel,3
transaksi cepat dan aman,5
Aplikasi mantap ...semoga tetap aman smape kapan pun,5
"Coba 50rb aja amsyong, gitu kok minta kepercayaan, ya sory g bakal topup lagi .. mending gak usah bro, cuma setor uang doang grafik turun terus, gampang turun tapi gak bisa naik,,",1
"pintu tolong dong dikasih fitur wd bisa ke e wallet, yg blom bikin ATM bank udah keburu depo pake semacam dana, gopay dll. 😇🙏🙏🙏",5
"Investasi kripto di Pintu beneran gampang dan menyenangkan! Pilihan aset kriptonya banyak, dan fitur-fiturnya gampang dipakai. Yang paling bikin senang, sekarang Pintu punya Web3 Wallet buat simpan NFT, explore dApps, dan hunting airdrop. Biaya transaksinya rendah, jadi nggak bikin was-was. Dukungan pelanggannya juga responsif dan sangat membantu. Pokoknya, puas banget pakai Pintu. Sangat direkomendasikan buat yang mau mulai investasi kripto! @hookybandit035 #InvestasiCryptodiPintu",5
new bie... baru coba2... tp sptny aq musti bnyk belajar soal investasi d pinty,5
"Teruntuk developer pintu dan team tolong dikembangkan untuk spesifikasi aplikasi diperbaiki guna mengurangi leletnya aplikasi pintu di berbagai android spek 9-10 dikarenakan terkadang sangat susah untuk menjual aset secepatnya karena lemotnya luar biasa, dan tolong untuk aset gala dibuka kembali agar bisa menjual aset... Sekian terimakasih buat developer & team👍",3
"Edan, biaya transaksi mahal bro, pembelian 100rb aja langsung potong 3rb😤😤😤",1
knapa aplikasi hilang di hp saya lalu susah instal lagi,2
"Saya dulu pernah aktif di pintu ,apk terbaik",5
Aplikasi nya mudah di gunakan.,5
aplikasi sangat mudah untuk digunakan #investasiCryptodiPintu @alvianargana984,5
Aplikasi pintu mudah di pahami dan di pelajari untuk orang awam seperti aku dalam berinvestasi @matahari2,5
Ini aplikasi login kadang bisa kadang ngga,2
simpel dan bagus banget,3
"Fitur yang tersedia lengkap dan mudah dipahami, jual/beli instan untuk kemudahan dan kecepatan atau Pintu Pro untuk trader berpengalaman. Kini tersedia juga Pintu web3 wallet yang dapat anda gunakan untuk mengeksplorasi Dapps, menyimpan aset kripto, transaksi nft, dsb.. Proses Depo dan wd cepat dengan biaya yang murah serta didukung oleh Cust. Service yg siap 24 jam untuk menjamin setiap transaksi anda. Segera download & buktikan keunggulan nya! @riielt #InvestasiCryptodiPintu",5
sangat fleksibel dan mudah untuk di pahami,5
Ada yg bisa jelaskan kenapa pintu tidak bisa masuk ke aplikasi dan websitenya pagi ini tidak bisa diakses,4
"Tidak ada tombol konfirmasi setelah transfer, dengan 3 digit ga otomatis masuk. Tanya berapa lama masuk ke customer service malah suruh input data baru di masukkan setelah itu duitnya prosesnya terlalu lama. Buka chat customer servicenya sangat berat. Lelet",1
Kenapa tiba2 aplikasi ini tidak bisa dibuka? Tgl 4 maret 2025 jam 3 subuh,1
"Saya sangat terkesan dengan Pintu! Aplikasi ini sangat mudah digunakan, dengan tampilan yang sederhana namun lengkap. Pintu memberikan banyak pilihan aset crypto dan sering mengadakan promo menarik. Proses transaksi juga cepat dan aman, fitur analisis yang disediakan sangat membantu dalam membuat keputusan investasi. aplikasi yang wajib dimiliki bagi yang ingin masuk ke dunia cryptocurrency @savinaaulyaputri4146 #InvestasiCryptodiPintu",5
"Aplikasi crypto yang sangat luar biasa cocok buat pemula nabung crypto di pintu, mulai dari fitur nya mudah di akses dan di pahami banyak beragam. Wajib buat pemula recommended banget Trimakasih pintu awal aku pake aplikasi crypto ini cepet dan mudah di mengerti #@renopsanjaya130 #AplikasiCryptountukSemua",5
pintu mudah di gunakan bertransaksi untuk pemula yang ingin berinvestasi crypto,5
Senang menggunakan apk pintu. Krn fee wd nya kecil dan transaksi nya cepet. Fitur nya juga simpel mudah di fahami oleh semua pengguna...kuharap kedepan nya lebih baik lagi fitur fitur nya @ruben #InvestasiCryptodiPintu,5
"Sangat mudah menggunakan aplikasi pintu, kecepatan akses dan kemudahan dalam penggunaan aplikasi sangat membantu saya sebagai pemula di dunia Crypto. Cara Deposit dan Penarikan yang mudah dan cepat. #InvestasiCryptodiPintu @irwanakajarwo938",5
"Investasi Crypto di Pintu ternyata beneran gampang ya. Pilihan aset crypto-nya banyak & fiturnya mudah digunakan. Sekarang, Pintu sudah ada Web3 Wallet untuk simpan NFT, explore dApps & hunting airdrop. @Mochamad Faisal #InvestasiCryptodiPintu",5
"Aplikasinya sangat bagus, untuk daftar kyc sangat cepat tidak lebih dari 5 menit sudah di acc, Tampilannya juga sangat mudah di pahami dan ramah untuk pemula, Untuk depositinya juga bisa lewat E-wallet sangat mudah dan nyaman, Fitur Web3 juga sangat membantu untuk yang suka mencari airdrop, Pintu juga ada fitur ""Pintu pro"" Kita bisa invest crypto di bawah harga pasar, semoga kedepannya di tambahkan fitur-fitur lain yang menarik. @aldigabriels978 #InvestasiCryptodiPintu",5
"Aplikasi Pintu sangat mudah sekali,Fitur nya yang fungsional simple,mudah terbaca, kecepatan transaksi Ok baik top up maupun penarikan juga mudah, fee untuk terjangkau murah, serta sangat cepat, Rekomendasi sekali untuk melakukan investasi pertama kali di crypto ya di pintu,Buruan undang semua kawan terdekat Anda sekalian biar trading di Pintu. @valensitanggang03518",5
perampas tiba tiba koin di delisting uang saya tidak bisa di ambil,1
"Investasi paling mudah di pahami dan mudah dianalisis, pelayanan cepat, traksaksi juga cepat, mantap Pintu",5
"Terimakasih PINTU ,Investasi Crypto di Pintu ternyata mudah dan beneran gampang banget ya. Deposit dan Penarikan juga cepat dan mudah, Pilihan aset crypto-nya banyak & fiturnya mudah digunakan. Sekarang, Pintu sudah ada Web3 Wallet untuk simpan NFT, explore dApps & hunting airdrop. @bagaskurniasidi0109473 #InvestasiCryptodiPintu",5
"Bagi saya aplikasi pintu sangat mudah digunakan.baik bagi pemula atau pun yg sudah lama berkecimpung di dunia investasi.fitur fitur yg ada di aplikasi pintu sangat mudah difahami sehingga tidak membuat kami para pengguna kebingungan.selama 2 tahun ini saya investasi di aplikasi pintu,dan selama itu juga saya tida merasa kesulitan dalam memahami fitur yg di sajikan di aplikasi pintu @bambangsuperman14330",5
"Hari ini crypto pada pump, tapi pintu ga bisa dibuka dengan alasan tidak ada koneksi, dicoba berulang ulang terus begitu, tidak ada koneksi matamu picek padahal sinyal full dan aplikasi lain semua lancar, apakah ini trik supaya ga bisa diTP, dasar biadab aplikasi pintu klo kayak gini caranya.....",1
"first time, saya kenal uang digital/crypto dari aplikasi pintu, awalnya terdengar aneh dan sulit akan tetapi setelah saya coba langsung aplikasinya ternyata sangat mudah sekali , mulai dari pendaftaran sampai kyc bahkan dipintu banyak sekali informasi/news mengenai crytpo sehingga sangat cocok sekali bagi pemula seperti saya untuk menambah pengetahuan, dan untuk trader profesional juga disedikan pintu trader pro jadi tinggal klik bisa langsung beralih.👏 @bita15120 #InvestasiCryptodiPintu",5
"Terima kasih banyak untuk pintu sudah mengawasi aset dan sudah menjadi aplikasi yang terbaik untuk saya selama ini. Pemakaia aplikasi ini sangat mudah dan cepat dalam transaksi, tidak lag dan tidak ada kendala seperti bug yg terjadi pada aplikasi investasi lainnya. Pintu jadi opsi terbaik untuk investasi",5
"Pintu adalah exchange terbaik yg cocok sekali buat pemula yg ingin masuk di dunia crypto karena mempunyai tampilan yg simpel dengan fitur yg lengkap dan mendukung fitur Web3, sehingga gampang untuk di akses dan transaksi yg cepat sehingga mempermudah kita untuk entry koin yg inginkan, dan verifikasi kyc gampang dan tidak ribet sperti di exchange lainnya @gustiasikin99 @InvestasiCryptodiPintu",5
"Aplikasinya cukup ringa untuk di jalankan, fitur2nya juga udah lebih dari cukup untuk menunjang transaksi crypto, contoh untuk yang mau Inves saja bisa pakai fitur pintu default nya, kalau yang mau trading bisa pakai pintu pro nya karna lebih kaya akan fitur penunjang trading. Dan untuk kirim atau terima crypto juga sudah bagus, dan juga sudah bisa akses web3 di aplikasi. kesimpulan pintu cocok untuk yang baru mengenal crypto ataupun yang sudah lama. #InvestasiCryptodiPintu @fjfahmi",5
"Aplikasi mudah, dari dulu setia sama Pintu soalnya mudah di gunakan fiturnya skrang semakin lengkap, udah ada pintu pro juga. sangat mudah di gunakan. @Saepudinupe #InvestasiCryptodiPintu",5
Aplikasi crypto sangat mudah digunakan dan di dalam aplikasi ini anda bisa melakukan pembelian aset crypto berupa bitcoin dan lain-lain. Di dalam aplikasi ini terdapat fitur web 3 yang bisa digunakan bagi para pengguna. @golopau123406 #investasiCryptodipintu,5
"Karena transfer lupa kode unik, uang nya gada, padahal bukti transfer udah saya kirimkan, gada kejelasan selanjutnya, udah 5 hari kerja belum ada penyelesaian, sangat kecewa",1
"Sebagai pengguna baru aplikasi pintu saya sangat menyarankan untuk mendownload aplikasinya buruan Fitur fiturnya lengkap gambar juga halus deposit/withdraw juga responsif, cocok untuk pemula. semoga tetap lancar dan maju terus aplikasinya @mr.gamersmobile06",5
"Sangat suka sekali trading di pintu, fiturnya yang banyak dan mudah di pahami, jumlah koin yang sangat bervariasi serta tampilan UI yang baik sehingga memberikan kenyamanan bagi pengguna untuk melakukan trading di aplikasi pintu. @brainly04 #InvestasiCryptodiPintu",5
"Dipikir pikir aplikasi investasi yang enak nyaman dan mudah dipahami ya ini PINTU, ui aplikasi yang enak dilihat dan kalimat yang mudah dipahami jadi daya tarik sendiri. Bisa dengan mudah transfer crypto. Biaya topup dan withdraw juga terbilang murah. Saya juga masih pake ini pintu semoga kedepannya banyak rezeki lagi buat investasi jangka panjang di Pintu. @ismail #investasicryptodiPintu",5
"rekomendasi investasi crypto, biaya admin nya murah nya",5
"sangat bermanfaat, terus berkembang pintu",5
"Server sering down, parah jangan pake ni exchange banyak belunder",1
"LEVERAGE 25x-nya (1:25) HOAX, kalau LEVERAGE-nya 25x seharusnya ketika naik 4% dari harga jadi 100% total BET. LAH INI 1:1 (SAYA PEMAIN APPS BINANCE JADI SAYA PAHAM, KALAU BUKAN KARENA DI BLOCK GOVERNMENT KARENA TIDAK DAPAT UNTUNG BANYAK DARI ITU APPS, MUNGKIN SAMPAI SEKARANG SAYA MASIH MAIN DI BINANCE, MODE FUTURE-NYA)🤡",1
"Saya telah menggunakan aplikasi Pintu selama 3 bulan. Saya sangat puas dengan pengalaman berinvestasi di sini. Proses pendaftaran dipandu dengan mudah, tampilan ui yang elegan dan banyak pilihan aset kripto. Fitur-fitur tambahan seperti kalkulator dan berita sangat membantu dalam pengambilan keputusan. Namun, ada beberapa hal yang perlu ditingkatkan, seperti biaya transaksi yang menurut saya masih agak tinggi. @kangaep #InvestasiCryptodiPintu",5
Kenapa sy tiba2 tidak bisa log in? Suruh muat ulang terus?,4
"Pintu memang terbaik dan pilihan yg tepat untuk investasi, apalagi bagi pemula seperti saya fiturnya sangat mudah untuk di pahami, juga memberikan pengalaman yg sangat baik selama belajar berinvestasi, selain itu juga sering adain promo yg sangat menarik dan tidak kaleng-kaleng pastinyaa.. PINTU paling the best pokoknyaa👍👍👍 @kamilatuntobingah749 #InvestasiCryptodiPintu",5
Sangat bagus untuk pemula unvestasi. Tapi kenapa saat saya mau jual/sell dgn fitur limit malah ga bekerja? padahal harganya sudah pas/melewati stop loss. Alhasil saya langsung market gapake limit. Tolong diperbaiki fitur limit yg kurang responsif🙏😊,4
"Alasan saya menggunakan aplikasi pintu karena pembelian, penjual, dan swap lebih dari 200 aset digital dengan cepat dan mudah. Sistem deposit dan Penarikan sangat Cepat tidak sampai 10menit😍, tampilan aplikasinya simple Mudah dipahami khususnya untuk yang pemula, terdapat wallet web3 untuk simpan NFT, layanan CS on time 7x24jam ramah dan sangat membantu pastinya amannn suraman sudah terjamin. Sangat Rekomendasi untuk kalian yang masih pemula🇮🇩😍 @albininoderis784 #InvestasiCryptodiPintu",5
